,gameDuration,gameId,gameVersion,platformId,seasonId,win,team1_1_championId,team1_1_spell1Id,team1_1_spell2Id,team1_1_accountId,team1_1_summonerName,team1_1_summonerId,team1_1_lane,team1_1_role,team1_2_championId,team1_2_spell1Id,team1_2_spell2Id,team1_2_accountId,team1_2_summonerName,team1_2_summonerId,team1_2_lane,team1_2_role,team1_3_championId,team1_3_spell1Id,team1_3_spell2Id,team1_3_accountId,team1_3_summonerName,team1_3_summonerId,team1_3_lane,team1_3_role,team1_4_championId,team1_4_spell1Id,team1_4_spell2Id,team1_4_accountId,team1_4_summonerName,team1_4_summonerId,team1_4_lane,team1_4_role,team1_5_championId,team1_5_spell1Id,team1_5_spell2Id,team1_5_accountId,team1_5_summonerName,team1_5_summonerId,team1_5_lane,team1_5_role,team2_1_championId,team2_1_spell1Id,team2_1_spell2Id,team2_1_accountId,team2_1_summonerName,team2_1_summonerId,team2_1_lane,team2_1_role,team2_2_championId,team2_2_spell1Id,team2_2_spell2Id,team2_2_accountId,team2_2_summonerName,team2_2_summonerId,team2_2_lane,team2_2_role,team2_3_championId,team2_3_spell1Id,team2_3_spell2Id,team2_3_accountId,team2_3_summonerName,team2_3_summonerId,team2_3_lane,team2_3_role,team2_4_championId,team2_4_spell1Id,team2_4_spell2Id,team2_4_accountId,team2_4_summonerName,team2_4_summonerId,team2_4_lane,team2_4_role,team2_5_championId,team2_5_spell1Id,team2_5_spell2Id,team2_5_accountId,team2_5_summonerName,team2_5_summonerId,team2_5_lane,team2_5_role
142,819,4524343593,10.15.328.8759,KR,13,team1,240,12,4,bZQ7oi0kZ4niUYOIOPfwxnDzdjawL3pzngIOalcuMDooVrC-dpiHs1Ot,SKT T1  ZHANHU,UYA6N8Cpq2oOEsEGCW7-riiHZBFkl4BerpSwOj3Hc7sNcb1I,NONE,DUO_SUPPORT,412,14,4,0w1GMKtgfEWAyu9APQuHp_7R7nZvBNWUIz1tsd8ClYbz_kk,떱OI,lRaMXOlIy0OuTMmVMimQlK6j-6A0lMRKz5ZWUHbdhmljJ-Q,NONE,DUO_SUPPORT,61,4,12,6xBE35qWjst2BR4aZlTGOTfPlj_MBcsWHr5lZl1JZbnnIbEuWbMq_Hrr,bdd bdd bdd bddd,lBx9YA663elGgg7CCjaqg_fur6t033bGj1LZZ1Sh7JiJlKU,NONE,DUO_SUPPORT,64,11,4,UKXRXvbHXpgxEfiTs45w2PbgRF-jXzcG3ogAgtqW-d57P_El0A64WEty,01JUGkumu,Ac1tW58ZpCuHa8zF_oNVR0KyGf_eNJepGWc5bNZ3-nleIvI,NONE,DUO_SUPPORT,145,7,4,14WthcgIDoWHkIE_BueJExk_rC8aouXqzEAh-tgHcGMRwiA,motigon,rakubB8aah_s9aiwmJ3U9HszNn808ttPjoJLfB4xN0XMbS0,NONE,DUO_SUPPORT,84,14,12,Eo5MunyPomJzV7dYYbXnreiCqF89DoDGnLcObtMe_LOFWEf26WIrDpRI,Shad0w Road,3CQHDa63h_nShAB5yBP1znWF7zA_WejdxyR9sd3-_xyZh0g,NONE,DUO_SUPPORT,43,4,12,Z0iFffFosoiBvccZwMWWmEWpzXBSwjdB8ki4HuGPkgG05sE,비가올거같아요,urFzYX7ocj87mdU8Bj8XrPjHEWXPFIJ9qYlJqB7KfBiz7Zc,NONE,DUO,203,11,4,smt_GunsdQtyIMu8lZcR90wnYpnkY5JFWp16j0ax9gaHx3830W-bD6kv,드 킨,uMLOXn4w6AS4OrFxbM-BypKMt23owdEVGBJIEagsGeOhWmk,NONE,DUO_SUPPORT,497,14,4,oqs_45abUP0_zdwx782CiLkxticY5lHPanqO2t8rxdSq,핑 펭 돼,DvHq2BcEYNVo9ZRcsSyEJx6CEww0UWp_TlL-1sK8KLNwkA,NONE,DUO_SUPPORT,523,7,4,AlqFnSxiN9j-MPuDZqhqXX1VZU94thxDzSkKk0ppgu2VLmM,Morr1s,1S_cOV-jeQR0R1KUzPAjh8lX8bhCNf_VYAtCmNXCmM8NoNc,NONE,DUO_SUPPORT
143,1329,4491051311,10.13.326.4870,KR,13,team1,202,4,7,j_lSgIK9MWJbzRgAZRTwbrlQ5N6DALQi3r7EUet_u4fR2kE,BTS Jhin,IKDeOWE_SpS9XZ4eFQrqqIRZgzvoyCScLRlMye80e6uX21c,BOTTOM,DUO_CARRY,246,14,4,yXoVD06xx3LHX67kZvtrB0IQoaeUGh7WskXK3ZOgEv2sHciCV9NQ9rNh,T1 Cake,ON_cVlCA06UsvD-Xh0RdERkAWIuA4SSfTSmYSEsPmE6XqRs,MIDDLE,SOLO,120,12,4,0x0UKjsZfHQA9vibNHu94xNQMpBC7qsSoPyaQCyK-2Vit_pkFWxsLp8b,병나나,8i857bWCjdlcbnc5wmMRdBg8TNJGRwT_LrAef-k_ncf-HDU,TOP,SOLO,20,4,11,HXeHxjQMuBD9RDKB6gkpxkIaaG0b7iozDdZCYVd5yIF678Q,꿈누붕이,MIMd2ABVkU_AWNkBcUzSlUzyqNquolul3SZkv0qx0lArhrU,JUNGLE,NONE,26,3,4,nle2ANeR78zAJmjpEjp05iZm1On0biGHDG_t9PcVlsbUbSYkniWRBG36,로밍다니는질리언,0-9s8rkbq6RQ7gdPoqcKLB2Aj1Ch7Pl0xPqp1sz2lbxQtWE,BOTTOM,DUO_SUPPORT,76,4,11,D_NJJ0A5i3WG1G0chL5yr6EuqdAJKpWW68K8WAp4xEkoDhg,비오는날 좋아해1,nM2OdSkW3obF9_2MHpeyN3iKFfiV4Gib-u2Uy0djtV9rrOw,JUNGLE,NONE,145,4,7,ubkwq6cubhJYBVgJiA9qi1-XbShi1dKvfTRljQGdfvLpkgkp3ibGQk30,ufffss,vc32LSbVJRfMXVl61fwjL0pjb1dOAkuUKmvBx5Rxh7muKFQ,BOTTOM,SOLO,875,14,4,RDAtQlkgC9AUvoijIFLtrbPIYczMr_NAfPxDHwx_10rZyhebTsfgGQj9,애들아시끄러워,MmGFDXaubmudK4_aMNKpgifbae-rwEcl7Wp8W3cdE3D-VHY,TOP,DUO_SUPPORT,78,12,4,yeqIv8y34LUIfQueT6W5vbK0_SdRQDPbxQV-HSS-QZSoRWUg6pRI_bzu,worst804,mOB0uQ0bWM9v3Sqpzy2kw4jrV9WAP8Gd4K-_syWH3I8jg3Y,TOP,DUO_CARRY,38,12,4,29nKqwZ89vPvx94cbqqOGm6Ofe1m5zzLz9H7BtbJ87MYrD1h7404DzBt,liangxiwei,82PYiAP2hXJOK03t8d527HzSDHni3S0zpslY-hNd1S7Wye0,MIDDLE,SOLO
144,943,4537450800,10.15.328.8759,KR,13,team2,111,14,4,T7eAra3MTIcQLGnI5ht2_LUSOOgUzIHF9GKCvecBCGrki8b1e1At9Akt,newrapnewstar,AvAQgz50p56UEZeEliDzBr2S-RLOlOISnsnXMUqaUGAFmSs,NONE,DUO_SUPPORT,235,4,7,J6HLY7kCnwwPYN1Hwl99FOSEpAQGf9B4tJJz8f8sjsAQqrE,Clever love 1050,oR2NEK9SIU4yytqFgfrtABsCkkL-IoHylwNcdulyUTUU35M,NONE,DUO_SUPPORT,134,1,4,MItzSxe_CXLXMwZC6PoqSOg7_Rcixd1gNdK0vXL-q1qjOapenDMP3ruS,like ice cream,193P2kgk_WIPBckJd7aK_6CvG2ftMyQBDGkXDxKNmLWbvaOS,NONE,DUO_SUPPORT,64,11,4,_P1jvpxsKV95m3jiPW2ieOzgbRWvv9hoaUhB0GFPh63Rzy8,qwas123,N7x641rnZyQAY5Iq4tmFdNfiT94ias6UDeBn2DzXgaJ3yp0,NONE,DUO_SUPPORT,62,4,12,1L4MqgWkyXE48uTv9wDL0AnTKTGf0M0gJpAvD4l_uc8I-Gu6DQIPBBqz,zhuangBwang,OpV1YYDTvoHwjYf2QhElC0T7_OvPRGbK0xjCOCDZxhNma-o,NONE,DUO_SUPPORT,142,14,4,Uvq0kyDcw7kr--MRNhEyUJcl3glhN-nuzdDRullw3mu0HLQ,마래리트,aSCi7K8Y4Pd99nzdSHecI_GoS9Z8G_1x4-qvzPyNPjocWio,NONE,DUO_SUPPORT,104,11,14,UBCoCSpggNMNqiobdm6eG-0tTAwUt_QtthMwUnWSxmmF,novelnandos,YbIyvFVb4rKu_vUrKzakRHccke42N53_GnqsH5ydTCA2UQ,NONE,DUO_SUPPORT,164,12,4,vQhtssAHYMVXtjTMjJOYcKbQs8urggKI6Yrm1AqRXSq8NwE,팔라딘z,fAr3HSOy7BADeZbR1EdCcJg96AehT92RJFZgPrsDWnFRaBA,NONE,DUO,81,12,4,SxPk1vtfTDNkafM9FwJCiJ9K21xujlMT_F9hAIiXZgIjcXmzhNrLoIvn,Mentira,ah1H4QwD_Lf0V0L52bA1bzd0qNciiALNE_EH_YinZXdQsrg,NONE,DUO_SUPPORT,350,7,3,JYrSuqX8tAL-_kgQQu4I6L3wAUDh6BgXUSGKiY6Rh5mkGNc,아라마누나,qi2OdXXRuWG8UT7vYUXHs6onmw3qckcQqDuLCrbbHduL-LM,NONE,DUO_SUPPORT
145,1289,4504944945,10.14.327.8505,KR,13,team1,6,32,6,SOpljXLoYO1mmhk7NP1vdQkvlato8_O7We6B1S0y-0lJE__WJK3r18B7,나 스맵을 솔,Haz7rx-SodXP9N7C6DMqEgFvoHoHP6Gb-ChcSm_uVrzIyjk,TOP,DUO_SUPPORT,154,4,32,kTmzGmTvl-wcQf2df0Ldjath9B-H9vEXfFJD9yTkX4ksNFA,DRX Merit,otCcKDV8ykMsTxOMYfhl34e4v2Ta8GBpw___X4ZIpblqzRk,BOTTOM,SOLO,102,6,4,t5yYeaZRULbBg0zMEk7oEfb7hLgWz9gdl3fNrnWWdwl5erg,DRX Dracxar,J1XdyfWYtMs7yNJZ_zu2Ic1R9vbmOqq4hRvYMDQSth3MbQc,JUNGLE,NONE,238,32,4,IbvgfUINwCJEKX2K8uGoS6oaiq_UIluSJyinJMoMnRfN,DRX ZzangGu,aBHQ_xh4v6oBQREoQxAGn-X21FWexWmI7e7vdDciUxqawg,JUNGLE,NONE,7,32,4,wHA9SketEAfu9NQABvQ-GwU5BWEDciXUCsB-J-Jxgn6RA-ARV-JvwFUm,DRX 준,CH0ORc6z-JOrKwcsx9YPCHuXsbqm8UtPqyywUQpFmNOhdoA,TOP,DUO_CARRY,142,3,4,l5JReIwikgd0nV_waPpYnNFjuQYhcd8Y6RuX8X090W4hOLU,불변성 쓰레기,DWgk25YiwzXlsRuCwhQoxKUivG2klqrnN5QXOAfa8z8kJyk,MIDDLE,DUO_SUPPORT,145,7,4,LSrzH-4wesNteDOIYhQI_HH9xT899EpDr8LP2cF_Px9eSZA,야스오 삭제해,YTUR04isX1-0ruc8K2KifG1pMmubvbDGUT_-1B8kZkn3mbI,MIDDLE,DUO_SUPPORT,24,32,4,By6saoENOTwYrJgzUQM3gSHWnVm1oIDmcFbU7DYTEWI8,DMRAK,I5I7JGcY4jGLvZ24H0j-4DrBAha8mvm_Yjp50hP9VngtSw,MIDDLE,DUO_SUPPORT,516,32,4,843WePTFpKOsZOQM7Daf7QjpXMdJnWekjBNbBqVdq_QW12w,4nnuL,XNZlsrFICJMN61U6bA5UWjmJVUfdZQw4K6oJM42bL94WwJU,MIDDLE,DUO_SUPPORT,36,6,4,R5P-L22sL59J3_avApJxhZGF-nMxvUFYeHMeaRDQc4uuS6JI07Nf1Oig,hurve,1dYVzCFqv15Wn4RiYHKg2ZKRRW4zam7WMQzXpvfOLDpiOtU,MIDDLE,DUO_SUPPORT
146,680,4530897200,10.15.328.8759,KR,13,team1,120,11,6,KZU9zmULKLMaokOBlfGDDD3r1Ql7abIO_5kNmRPBdYE0gRo,김포 창아 ,TfsDs87110BkCVqVBbYXiJRWfZ1dgWHPJdvqHaMFrXJMj04,NONE,DUO_SUPPORT,99,7,4,wd16QcU_UXLqW8zJNK9BpGV8-tza9ZOsa07l75mmK105,A스타,RCA6lyJ4KJ8skVTEZX2L7UrHj61Y8-Qfnw-_mu7Sw6uz7Q,NONE,DUO_SUPPORT,39,14,4,4-VGVK2eWm6LGp8_XDbBKneunmMc8gbevyAArflHDZXetrM,TSP  frozenAss,UsCMONHoMenQTzLPD6jQ4IzcPyk4hWql2DKwzA7vt-ENs9M,NONE,DUO,7,14,4,6bjNXq1tS370dft8w-E47B7o_4FXmVAG1-rZYXWJrSRC,패 작 요,qroMgnfQ3yOj2hABhlWljjK9lJlIUfo7rnnOm0XD7pvvJA,NONE,DUO_SUPPORT,245,11,4,_MtP6rqXmMIh-8D929L3_m_tA_Yyn-gT2gFUbD9yggyU,네루네로,ER8rqzf53XbSAFjbUV59mhPtj_ODJukxxjx_17x26YBZLA,NONE,DUO_SUPPORT,64,11,4,AuYdT-FQdar4G2s9Zaj_-m3g6K56svvggGV8dgG7q7HKEElDrCY1v7T8,민트블루베리,zuXnZlC1YlG6oOjr-_qBwMCQVwhkhTEva4MZgKH6aeffOMY,NONE,DUO_SUPPORT,161,21,4,4eSSKF5rbx8g76wSw2MUoBMAYq3RT3G_IEilH0hYuqPFNXc,Rian Tera Vi Jia,UhtZ9tRqE9jooiScDvuNaonE3IQ7QgQsqNZ0fL_atD5nfAY,NONE,DUO_SUPPORT,81,7,4,NhfkH7IBU7WvNOBdrtMkupICeT0WYlmxxr_kNfa7qlWvmxk,Acddca,SLJt4JorDLn5SYL149VXoO7w1fqflzIU3nINBY55hsB2kCU,NONE,DUO,16,7,4,JMsx1nD9q5uvOHtd-nTnnizbrkaasMtqA4AdtWYQSZB-,Atelier Lulua,0E4kV5yXnd21Xr8ds-8nDYJPS-iEcUOvGLtpBiKWpcOfXA,NONE,DUO_SUPPORT,9,11,4,E9l-79Q0CELOawN9EPg00hW_SWNRxodErQq_J2fnxdfJrA0,민준이의모험,4Gaz1WR9KNNjd6D_OQethUPeks4uwZE8qp2ojQMXGOGdZf0,NONE,DUO_SUPPORT
147,997,4507304249,10.14.327.8505,KR,13,team2,31,7,4,ovtHq9Dg4qMWiv5wlF55aDl9fJ_plcxZsQortvN6WEkl,초밥몬,02kJkIJbxeEgASsCxCW3EQyO0rN9vmD0ch_Ipi7rZTy47w,NONE,DUO_SUPPORT,555,14,4,AY5jTPdVa8zdgJ7DvLPqd5PQDMKCotFVyL0HcwhyZussONc,채 필,zB2RnYEcimGHmQ7Yr5tv_vTVreZ8yyOx3oGjbWA4R9EkIBE,NONE,DUO_SUPPORT,104,11,4,C7UMBT-8VOitT72IWZw3C9iAjKAfrtoS3-2IfkDhsXIR,김베일,iY1WyqCd7zvOT8Am2F5gH4t8nd8DtXNxt9FW0YGylLoFew,NONE,DUO_SUPPORT,4,4,12,p5prfQaCSmWFgn2aafctgrtnzBI3Xwm-lsNGLv0siFBJ,plazma,VDFbF7koOw7pKex3lNGLDwMkzyqFD3wykEY_iz8jJWuG0g,NONE,DUO_SUPPORT,27,12,4,WKflLjR_B7t9MvgF2ewC1ywPvjZ_uUHd1pzHShEcAwEb,살구빛엉덩이,qCp3wJiXkZnnRr7-zo2o1K8sbampKF8C6oRvBofMlJ15fA,NONE,DUO_SUPPORT,81,1,4,YZtAIPqcZJwwmkvK7XP5DRE_3SrqNk7TA2qiXF05-1cu,UNQ Upt2mpo,x8yuCndUCV5E6tCzGTg-D-AK6pNMiL_qzN9_oULvZAhWlw,NONE,DUO_SUPPORT,164,4,12,k1RIZ6Fiwn8mkIz5zw6941ZEorGD2G80HwOr42ZHr7AZ,Skyie,k9TRBpdCiwhrMSbjP8H8vnJDIyj_e3d6Ui2X7hrOmDWbHw,NONE,DUO_SUPPORT,875,7,4,V9xFBdIVIebAF_Iwwg94KJafmbzygha-RiL1NkM95vtOiHU,전설의용사엄정재,gs3KvjnAneirv4gMp-S2FVZ8M8B5Fk2-4gRY5cS9fdG5As4,NONE,DUO,104,11,4,PiJCQd87ynWssoNruwD0j-tJRzUxlX-P1uCwl6gOtoLe,tgo8260,2acMzKR-CPBb1-TJRkuhGSSnvdKFBKRyXu5QSIeYboWNBQ,NONE,DUO_SUPPORT,43,14,4,UElvOo8vbd5rLhOETAjzBYn2Vrvv1GqiLZ2Wniq8tdSPp4I,YeJiLee,rmmESXHkwZxoQQbaQsoWCsBa8PKyPVRXUpacqufFYeCVn2Q,NONE,DUO_SUPPORT
148,1647,4535091514,10.15.328.8759,KR,13,team2,16,4,3,W9f_MNeW8ZWwsHdu9JEBIqZqZ5q74de7RTykp5Kofx2m,아니욤,l2kVaCqq1o-36wdK9-usQn00ciBadyyIhJFP8U21gqCQ9Q,BOTTOM,DUO_SUPPORT,80,12,4,J66UBUXPkPfJnHm-vMQ4YpOmgpqUQv1rvFNue18Ps_Ro,A point,u7OPRv3eUrqTdS1J0sWb9NjFhMcuvfr-prEgndLyEX4kQw,TOP,SOLO,222,7,4,xUQ803uXjD50IDNTsofnb1BZsrWJhgyLrNP57vs0mTgnIbM7gRVo7CuR,민 호,3zs82giXVkaTjBL0qKB2DwVrU_6Gov4mwHJG_XoK5mbYa6M,BOTTOM,DUO_CARRY,84,4,14,-2kfFremlvd2h97eLYBTO6w3b974hqBP_49KGZ34OF_YELE,곰돌이 토끼 인형,9oxx1k4vFrb6acuqdomVQslEgVkEx7hNkHV3QpI3ORDLEJs,MIDDLE,SOLO,120,11,6,FOUXyE2kkEHmZVr98Zvf0cs2ekFpzUhrCzMPvgZWfKPq71Ds2O_LInA8,poteusa fan,fjRqbZWBhX1F32miIJWCLdOgyRiwUhw8HIMXEPFJY3X-08I,JUNGLE,NONE,523,7,4,AlqFnSxiN9j-MPuDZqhqXX1VZU94thxDzSkKk0ppgu2VLmM,Morr1s,1S_cOV-jeQR0R1KUzPAjh8lX8bhCNf_VYAtCmNXCmM8NoNc,BOTTOM,DUO_CARRY,91,4,14,Ray1uDHeX7VVJvWHz0uHl7azmq9fALT8sMXfrt2iIcBxyVU,EROVL,WJI7GhNvJELUIo6DSI8rI_gjB8vUSEfrfMAEqh_KTD3l8zI,MIDDLE,SOLO,121,4,11,Gy273Q9CyGoZ9YwGuIaOuGxIZlRV56z4EvUywLaPRqo-wTsoyb-7v3ao,Lost B0Y,kzOyL1kdDPY8j1yeAp3cCUmB7vb_OkEGS4Nzny_IeypgcD-z,JUNGLE,NONE,111,14,4,VwKELsqMRMBYrraPStHWVl5La827jb-9q6ZPc1-zIHKBSP4whpnqJRVs,북쪽끝까기대,YFcIjvJz-7dpmpnoYJ0rFEv7wAZyTT_3Al2UUvYhvpEcMx05,BOTTOM,DUO_SUPPORT,8,12,4,B0wX9zbH_rrcZ2JFCTXZYCOqmfCV6kk_nVZr5kVImLJ8uDo,If you hold fist,l2BhdVq-boZ4tvsysZqx3HBRv4wmBohe7YUohBhnCT43d2M,TOP,SOLO
149,1951,4401135931,10.10.320.3039,KR,13,team2,164,12,4,dqbHSZohCDO6-VqmdoWHspPd2jiNTNlkNzd45HZOclCsdYE,93년생 기계다리,CPuOKkxRofzJ9vBkQ8P5vpSTNH9dZ9SAvr2p1pgLgYSzS5U,TOP,SOLO,40,4,14,EU9If_yh0C8VFeGlsi-rc_EkTAh7pI_aUp9kDs-xpYGq,야옹히,vdBWIvpnZqq0nty5BVVqeEtKPtUf3gQPY87idiuasOAl0g,BOTTOM,DUO_SUPPORT,421,4,11,bT41KBaRPO2RVwXyjG1enRmnf39zmtxhtVwshD_pBhmxZ1whIU6CP6iH,복숭아먹고싶엉,mh-2pK9wke-SbTfdLhldrC-wqrGsj2G-K5tV3xTtJTNOgGc,JUNGLE,NONE,523,4,7,pxgy-fiiJbrc49oCXfFtTbQVO8RgKCDIv4O7bO5fIn1yn1sHS7ddrySh,북경 올림픽 유치,rc1np9VGMAd5FUFcD2MAopvRCUw7im55vDSbNodwWDri-4A,BOTTOM,DUO_CARRY,134,14,4,KeKug3LQ8eW6ePxESNDrjNdfhoppriDfoCtPox5nJSImmy0,봄사과체리망고,CghN_5E49FcDdKeTMm1cjRqXsxwwqS-1vdgV0P67E_N5TTY,MIDDLE,SOLO,91,4,14,mzoSCM_J9WwSVmGrHZo_6ZvRqlZP9R_KMsIIzKJb3ZC-Q_s4lE_5TIIr,aswadsasd,l6egLu--mGb-eM593LzPOC5fwNLF6ou1T6E0jRBG0qmU3KU,MIDDLE,SOLO,31,4,14,IU5XMMffleuPW-DGiCMhrfw7Rdp8Y68upbb5wQirArXCqDJTw1hlshxZ,duoyudeyu,g8VBcoIhtrkalCuAEhD6sIK8TuJcjd9Zd76wNxVZCrdMFR4,TOP,SOLO,110,7,4,NwAWPl8-8g745wldb3YjiDAutLWC2axkf9jUF4d6khHnp4hNn9mpa2dx,cqpo,lvrIk8eMaXvvzZJMBvkwb9D2ckeA_j6cKV-JWIpuan_YjU4,BOTTOM,DUO_CARRY,104,4,11,VTF2S16W15nV5wclGYcqySIf47x28OVtoIpZq2VRDDlsHUMqUrAe9sFU,shameiyouzi,8FkQy5QvblIqU-lMKqNv3EY0SOL_vFw_jqJwlIk9nN6Qz18,JUNGLE,NONE,412,14,4,t5sR-cw8xAzF9EKfw7EFb6KtBEnUFobtkPUFUIq7g49TSWq6JVqxN5qm,Fox B Lucile,HlNIx_l4Gci46iIY_ropcY6Hd8UxeWcQccwSca_1DKiNpZ8,BOTTOM,DUO_SUPPORT
150,908,4532732221,10.15.328.8759,KR,13,team2,61,1,4,Mss6HgHIsjxizWL9hnJx4zj8Si6IIfi2g1IE3fRoAky2,뽐 님,2PelRTZeWzhdZwut2XVBn3cu1os32jQG3TWqvZIY_j13Ceg,NONE,DUO_SUPPORT,14,4,32,Re-LZYAwaY6NB-K1QMN83RzE0_627M2lUk2WFHTQj6V4AVA,로밍가는쓰레쉬,vn4Ctjgqp-bqIa4a5anJl5c-TYsxxbHYpXi0ie_rJmD8ebc,NONE,DUO,254,32,4,-p1WXb6pFSpyfZcdsJ7i8EpwJMhpbpviSGB8mjktKwXh2rc,카밀함,BKwSzjZahggDg73WCr-9OgFFJC19h92NkjcrVbV3QGsip4U,NONE,DUO_SUPPORT,1,32,4,U99K-32UzzDDZKge6lbtsSzbd4Hzm9sL7MRrFEl0F17KSVM,사랑을 담아서,Q_VhRk-8doJ5FVdp6r-6RgmkXPrLrb3r4DNsdNlbhmXHuBs,NONE,DUO_SUPPORT,223,4,32,oB43qxH2hv7_8WN2IiEqnPgDWJvlSPgf8Nhvc8WzonNQKSk,흐에에엥ee,TU80c-QMZ1Q73pBp9dPP0o-ms0xfCKD4bnb1rOi-2ppth4A,NONE,DUO_SUPPORT,266,4,32,DTcIb7zdTPJZw9RWvVf2uJixvCTTLhFH0t6FIU0T-IfR0rA,고라니12,EENU7hbc_Um2U_D2NsSOp-kQp74_rTF-B4_hGNONfDB6hKg,NONE,DUO_SUPPORT,42,4,7,WO142pjBVGnzjsnwgoB0wI3bKWqmtuGyXHsSejnWtE3i,꽝 구,wUpi2b7SK1ZgcuMKvg-igtDvhfB96I6WQnAIjM5jIaaSSw,NONE,DUO_SUPPORT,22,4,7,J61FQa_uDLbp_nu0G8hkl6DzpiLMGhguBLPNydj7rRpI-MU,포킹챔프잘합니다,-eVJbtXC7FvnKxjBxeWcQO_GFOON32rMvyLe5ZVabU9GhIQ,NONE,DUO,161,1,4,Hem25teF-Larfpxi-1z4L-jZ6tYsODR5IP0zG-7ICsisoxw,AcronYM 베가스,PqOPFzChfnle3GF3MIn5Tw86HJkwExw6ZLzfvNdMaGhZvDs,NONE,DUO_SUPPORT,142,32,4,KYVW7F2XqRY0sWUAEV8heybFgHCFDRC74gn9ztKZpu36-ZU,아브실골플다1,8O9LB3n7g9GGjOql9zW76NAITit01k9m_oLv3UjfAgsg7zw,NONE,DUO_SUPPORT
151,2074,4529062206,10.15.328.8759,KR,13,team1,43,3,4,eNUncZf6Yv9dUhaap0Q_OCXsws3gn4vofQYIFGnKYRln,돌아가어서,b48hBv9UZtwHvmvozpn_NCCpodAiHmJfWgtLxnpLDmb59g,BOTTOM,DUO_SUPPORT,51,4,7,S1uyzU3CfEpyaDx_aFnZo_30vyhIEhyyjp6awCMiHDTBTU8,표정표정,0XtMx-uWNNVWCpcehvT7-9XEBhQanvG4xr8_X2XfYATxygc,BOTTOM,DUO_CARRY,114,12,4,gRuicB0T1ntzD93OzT17_e1Smt0Jlo40__vljwRC-hBvjIpmse-nCSVW,치맹이,U-_Skue_zk3x62UuTYTXle1sTfkUgwlagXH0g4AbP91L0mI,TOP,SOLO,7,14,4,zOWej-Hk8-alYONjKiyA1ZPhd8VKYhvXDaFcyNa3SCP-,아무데나다가용,sVYfmAHrU2hv_ym2jslwczpOClPqFO3TN2_VRvZsttpYCw,MIDDLE,SOLO,64,11,4,m8D7UT3nijQA-w55wcAlpUNdeMSyzX7DQ_htEwwmPYWrn94,적정글 동선생각,sOfLfNX3oDG92JlnCj24hjgx9F1eMBmGui_vwlYII9Hvptg,JUNGLE,NONE,92,12,4,Hf0jkdWdJGcHJROI-mSwHM_YQwo2bBrBYZp7sRLsu48rk15vUu3whjbB,애기근태짱,sJ3E12O8Hxjhlwjp6VDywhhamKb8dm45JfmY4TpiYFXxROw,TOP,SOLO,875,11,4,jzr_-hB2QjFvSo2xVt2Z-hCIgfMdYTdBMQ-i5LLYgkCGCBM,huayuan gongyuan,RXslweYgdbH2MQ2nyTXzCTlUSWdCK4yCbfOcRBrGF1y2hu8,JUNGLE,NONE,432,14,4,c9T2yoSepCDmhO9k8OMeIdCf83tncCN8Ri4gtlnkTX7_,성호홍,e0962vYLktToJKbbJSaJH9OndJNfsF8nSoF4BjmkxBcwug,BOTTOM,DUO_SUPPORT,81,4,7,Fq-MoAdvJagNlLeT5rS8HwW0lpCIliOagdwbKiZaUAcQSl82EluUy17W,bored game,6T9qMIEdMb0IALZ5VR0FOS0Ngxts1YSEnoALWWuxLsM7rbM,BOTTOM,DUO_CARRY,112,12,4,k427UJXZf4xsbl4oI6Y4VgzW7-69GXxzugE0ZmgMxSke,서대문구청,HZqCjFG5nii3TtB7r-VhE8Y-MNA55_WwHjCjAiAuQNwLGg,MIDDLE,SOLO
